qseqid,paralogy_index,paralogy_index_ignoreMissing,paralog_percent,paralog_percent_ignoreMissing,full_percent,unique_percent,missing_percent,n_chroms,Sample,orderMean,step.k1.pred,nplr_mod.pred,nplr_mod.pred_resid
4890,1.07,1.3,23.5,28.5,82.3,58.8,17.7,3,Cr183TAD_Crataegus-calpodendron,8,21.1384615384615,36.5677693942593,-8.06776939425927
4890,1.17,1.67,24.3,34.7,70.3,45.9,29.7,3,Cr205LE_Crataegus-pycnoloba,8,21.1384615384615,36.5677693942593,-1.86776939425927
4890,0.96,1.36,24.3,34.7,70.3,45.9,29.7,2,Cr206Wiss_Crataegus-monogyna,8,21.1384615384615,36.5677693942593,-1.86776939425927
4890,1.17,1.66,24.3,34.7,70.3,45.9,29.7,3,Cr185TAD_Crataegus-punctata,8,21.1384615384615,36.5677693942593,-1.86776939425927
4890,1.04,1.38,27,35.7,75.5,48.5,24.5,2,Pyrn229Dut_Pyracantha-coccinea,8,21.1384615384615,36.5677693942593,-0.86776939425927
4890,1.4,1.4,36,36,100,64,0,2,Hsp222TAD_Hesperomeles-obtusifolia,8,21.1384615384615,36.5677693942593,-0.567769394259273
4890,0.91,1.37,24.3,36.6,66.6,42.3,33.4,2,Cr209Wiss_Crataegus-laevigata,8,21.1384615384615,36.5677693942593,0.0322306057407289
4890,0.91,1.37,24.3,36.6,66.6,42.3,33.4,2,Cr184TAD_Crataegus-triflora,8,21.1384615384615,36.5677693942593,0.0322306057407289
4890,1.1,1.64,24.5,36.8,66.6,42.1,33.4,3,Cr204Bab_Crataegus-dahurica,8,21.1384615384615,36.5677693942593,0.232230605740725
4890,1.15,1.73,24.5,36.8,66.6,42.1,33.4,3,Cr193GrAl_Crataegus-remotilobata,8,21.1384615384615,36.5677693942593,0.232230605740725
4890,0.94,1.41,25.9,38.9,66.6,40.7,33.4,2,Cr196LE_Crataegus-chlorosarca,8,21.1384615384615,36.5677693942593,2.33223060574073
4890,0.84,1.44,24.3,41.8,58.3,33.9,41.7,2,Cr197LE_Crataegus-aronia,8,21.1384615384615,36.5677693942593,5.23223060574072
4890,0.83,1.42,24.3,41.8,58.3,33.9,41.7,2,S232BIN_Sorbus-sambucifolia,8,21.1384615384615,36.5677693942593,5.23223060574072
4890,1.06,1.82,24.3,41.8,58.3,33.9,41.7,3,Cr195RU_Crataegus-pentagyna,8,21.1384615384615,36.5677693942593,5.23223060574072
4890,0.83,1.42,24.3,41.8,58.3,33.9,41.7,2,Cr202RU_Crataegus-pinnatifida,8,21.1384615384615,36.5677693942593,5.23223060574072
4890,1.01,1.52,32.7,49.1,66.6,33.9,33.4,2,S230GrAl_Sorbus-tianschanica,8,21.1384615384615,36.5677693942593,12.5322306057407
4890,1.91,2.03,50.1,53.2,94.1,44,5.9,5,Cr186TAD_Crataegus-brachyacantha,8,21.1384615384615,36.5677693942593,16.6322306057407
4890,1.81,1.81,53.6,53.6,100,46.4,0,4,Mlu225ILL_Malus-ombrophila,8,21.1384615384615,36.5677693942593,17.0322306057407
4890,1.83,1.84,56.2,56.4,99.7,43.5,0.3,3,Mlu238BIN_Malus-toringo,8,21.1384615384615,36.5677693942593,19.8322306057407
4890,1.15,1.66,43.5,63,69,25.6,31,3,S217RU_Sorbus-aucuparia,8,21.1384615384615,36.5677693942593,26.4322306057407
4890,2.83,2.83,69.6,69.6,100,30.4,0,7,Pour210RU_Pourthiaea-villosa,8,21.1384615384615,36.5677693942593,33.0322306057407
4890,2.14,2.82,56.9,74.8,76,19.1,24,4,Mlu211GrAl_Malus-sieversii,8,21.1384615384615,36.5677693942593,38.2322306057407
4890,2.02,2.67,56.9,75,75.8,19,24.2,4,Mlu226BIN_Malus-sylvestris,8,21.1384615384615,36.5677693942593,38.4322306057407
4889,0.22,1,0,0,22.2,22.2,77.8,1,Pru285BGUK_Prunus-tenella,9,21.1384615384615,47.6213250908018,-47.6213250908018
4889,1.09,1.27,22.4,26,86,63.7,14,2,Cr205LE_Crataegus-pycnoloba,9,21.1384615384615,47.6213250908018,-21.6213250908018
4889,1.08,1.26,22.4,26,86,63.7,14,2,Cr197LE_Crataegus-aronia,9,21.1384615384615,47.6213250908018,-21.6213250908018
4889,1.08,1.26,22.4,26,86,63.7,14,2,Cr209Wiss_Crataegus-laevigata,9,21.1384615384615,47.6213250908018,-21.6213250908018
4889,1.08,1.26,22.4,26,86,63.7,14,2,Cr195RU_Crataegus-pentagyna,9,21.1384615384615,47.6213250908018,-21.6213250908018
4889,1.09,1.27,22.4,26,86,63.7,14,2,Cr184TAD_Crataegus-triflora,9,21.1384615384615,47.6213250908018,-21.6213250908018
4889,1.08,1.26,22.4,26,86,63.7,14,2,Cr185TAD_Crataegus-punctata,9,21.1384615384615,47.6213250908018,-21.6213250908018
4889,1.09,1.27,22.4,26,86,63.7,14,2,Cr183TAD_Crataegus-calpodendron,9,21.1384615384615,47.6213250908018,-21.6213250908018
4889,1.09,1.27,22.4,26,86,63.7,14,2,Cr193GrAl_Crataegus-remotilobata,9,21.1384615384615,47.6213250908018,-21.6213250908018
4889,1.09,1.27,22.9,26.6,86,63.1,14,2,Cr206Wiss_Crataegus-monogyna,9,21.1384615384615,47.6213250908018,-21.0213250908018
4889,1.09,1.27,22.9,26.6,86,63.1,14,2,Cr202RU_Crataegus-pinnatifida,9,21.1384615384615,47.6213250908018,-21.0213250908018
4889,1.35,1.57,49,57.1,85.9,36.9,14.1,2,Pyrn229Dut_Pyracantha-coccinea,9,21.1384615384615,47.6213250908018,9.47867490919824
4889,1.36,1.58,49.4,57.4,86,36.7,14,2,Cr204Bab_Crataegus-dahurica,9,21.1384615384615,47.6213250908018,9.77867490919824
4889,1.36,1.58,49.7,57.8,86,36.3,14,2,Pyr227GrAl_Pyrus-regelii,9,21.1384615384615,47.6213250908018,10.1786749091982
4889,1.36,1.58,49.7,57.8,86,36.3,14,2,Cr186TAD_Crataegus-brachyacantha,9,21.1384615384615,47.6213250908018,10.1786749091982
4889,1.36,1.58,49.7,57.8,86,36.3,14,2,S232BIN_Sorbus-sambucifolia,9,21.1384615384615,47.6213250908018,10.1786749091982
4889,1.36,1.58,49.7,57.8,86,36.3,14,2,Mlu225ILL_Malus-ombrophila,9,21.1384615384615,47.6213250908018,10.1786749091982
4889,1.36,1.58,49.7,57.8,86,36.3,14,2,S230GrAl_Sorbus-tianschanica,9,21.1384615384615,47.6213250908018,10.1786749091982
4889,1.36,1.58,49.7,57.8,86,36.3,14,2,Mlu211GrAl_Malus-sieversii,9,21.1384615384615,47.6213250908018,10.1786749091982
4889,1.36,1.58,49.7,57.8,86,36.3,14,2,Cr196LE_Crataegus-chlorosarca,9,21.1384615384615,47.6213250908018,10.1786749091982
4889,1.36,1.58,49.9,58,86,36.1,14,2,Mlu238BIN_Malus-toringo,9,21.1384615384615,47.6213250908018,10.3786749091982
4889,1.36,1.58,49.9,58,86,36.1,14,2,S217RU_Sorbus-aucuparia,9,21.1384615384615,47.6213250908018,10.3786749091982
4889,1.64,1.9,49.9,58,86,36.1,14,3,Pour210RU_Pourthiaea-villosa,9,21.1384615384615,47.6213250908018,10.3786749091982
4889,1.78,2.07,60.6,70.5,86,25.4,14,3,Mlu226BIN_Malus-sylvestris,9,21.1384615384615,47.6213250908018,22.8786749091982
4889,1.62,1.89,75.8,88.1,86,10.2,14,2,Micr214RU_Micromeles-alnifolia,9,21.1384615384615,47.6213250908018,40.4786749091982
4889,1.62,1.89,75.8,88.1,86,10.2,14,2,Hsp222TAD_Hesperomeles-obtusifolia,9,21.1384615384615,47.6213250908018,40.4786749091982
4802,0.64,1.32,15.4,31.6,48.9,33.4,51.1,2,Pru285BGUK_Prunus-tenella,10,21.1384615384615,57.9837473490461,-26.3837473490461
4802,1.17,1.33,28.3,32.3,87.6,59.3,12.4,3,Cr184TAD_Crataegus-triflora,10,21.1384615384615,57.9837473490461,-25.6837473490461
4802,1.42,1.61,35.3,40,88.4,53.1,11.6,4,Cr185TAD_Crataegus-punctata,10,21.1384615384615,57.9837473490461,-17.9837473490461
4802,1.46,1.51,40.4,41.8,96.7,56.2,3.3,5,Pyrn229Dut_Pyracantha-coccinea,10,21.1384615384615,57.9837473490461,-16.1837473490461
4802,1.4,1.46,42.5,44.3,95.9,53.4,4.1,4,Mlu238BIN_Malus-toringo,10,21.1384615384615,57.9837473490461,-13.6837473490461
4802,1.32,1.49,42.2,47.8,88.4,46.2,11.6,3,Cr196LE_Crataegus-chlorosarca,10,21.1384615384615,57.9837473490461,-10.1837473490461
4802,1.42,1.62,42.2,48.2,87.6,45.4,12.4,4,Cr183TAD_Crataegus-calpodendron,10,21.1384615384615,57.9837473490461,-9.7837473490461
4802,1.31,1.5,42.2,48.2,87.6,45.4,12.4,3,Cr204Bab_Crataegus-dahurica,10,21.1384615384615,57.9837473490461,-9.7837473490461
4802,1.31,1.5,42.2,48.2,87.6,45.4,12.4,3,Cr193GrAl_Crataegus-remotilobata,10,21.1384615384615,57.9837473490461,-9.7837473490461
4802,1.34,1.51,44.5,50.4,88.4,43.9,11.6,2,Cr195RU_Crataegus-pentagyna,10,21.1384615384615,57.9837473490461,-7.5837473490461
4802,1.73,1.95,46.3,52.2,88.6,42.3,11.4,6,Pour210RU_Pourthiaea-villosa,10,21.1384615384615,57.9837473490461,-5.7837473490461
4802,1.54,1.59,55.2,57.1,96.7,41.5,3.3,3,Mlu225ILL_Malus-ombrophila,10,21.1384615384615,57.9837473490461,-0.883747349046097
4802,1.66,1.74,55.2,57.6,95.9,40.7,4.1,5,Mlu226BIN_Malus-sylvestris,10,21.1384615384615,57.9837473490461,-0.383747349046097
4802,1.42,1.6,52.3,59.2,88.4,36.1,11.6,3,Cr202RU_Crataegus-pinnatifida,10,21.1384615384615,57.9837473490461,1.2162526509539
4802,1.61,1.67,62.8,64.9,96.7,33.9,3.3,4,S230GrAl_Sorbus-tianschanica,10,21.1384615384615,57.9837473490461,6.91625265095391
4802,1.65,1.87,57.5,65.1,88.4,30.9,11.6,4,Cr206Wiss_Crataegus-monogyna,10,21.1384615384615,57.9837473490461,7.1162526509539
4802,1.52,1.72,62.6,70.9,88.4,25.8,11.6,3,Hsp222TAD_Hesperomeles-obtusifolia,10,21.1384615384615,57.9837473490461,12.9162526509539
4802,1.83,2.08,64.7,73.2,88.4,23.7,11.6,4,Cr186TAD_Crataegus-brachyacantha,10,21.1384615384615,57.9837473490461,15.2162526509539
4802,1.7,1.76,70.8,73.2,96.7,25.9,3.3,3,S232BIN_Sorbus-sambucifolia,10,21.1384615384615,57.9837473490461,15.2162526509539
4802,1.56,1.76,65.9,74.6,88.4,22.4,11.6,4,Cr205LE_Crataegus-pycnoloba,10,21.1384615384615,57.9837473490461,16.6162526509539
4802,1.55,1.77,66.2,75.5,87.6,21.4,12.4,4,Cr197LE_Crataegus-aronia,10,21.1384615384615,57.9837473490461,17.5162526509539
4802,1.55,1.77,66.2,75.5,87.6,21.4,12.4,3,Cr209Wiss_Crataegus-laevigata,10,21.1384615384615,57.9837473490461,17.5162526509539
4802,2.04,2.11,77.4,80.1,96.7,19.3,3.3,5,Mlu211GrAl_Malus-sieversii,10,21.1384615384615,57.9837473490461,22.1162526509539
4802,2.09,2.17,79.7,82.5,96.7,17,3.3,7,S217RU_Sorbus-aucuparia,10,21.1384615384615,57.9837473490461,24.5162526509539
4802,1.69,1.91,78.1,87.9,88.8,10.7,11.2,3,Micr214RU_Micromeles-alnifolia,10,21.1384615384615,57.9837473490461,29.9162526509539
4802,2.3,2.38,87.9,90.9,96.7,8.8,3.3,8,Pyr227GrAl_Pyrus-regelii,10,21.1384615384615,57.9837473490461,32.9162526509539
4806,0.96,1.18,14.2,17.5,81,66.8,19,3,Cr197LE_Crataegus-aronia,11,84.8538461538462,67.1380945727081,-49.6380945727081
4806,1.26,1.26,25,25,100,75,0,2,S217RU_Sorbus-aucuparia,11,84.8538461538462,67.1380945727081,-42.1380945727081
4806,0.42,1.41,11.8,39.5,30,18.1,70,2,Pru285BGUK_Prunus-tenella,11,84.8538461538462,67.1380945727081,-27.6380945727081
4806,1.57,1.57,56.6,56.7,99.8,43.3,0.2,3,Cr209Wiss_Crataegus-laevigata,11,84.8538461538462,67.1380945727081,-10.4380945727081
4806,1.57,1.57,56.6,56.7,99.8,43.3,0.2,2,Cr195RU_Crataegus-pentagyna,11,84.8538461538462,67.1380945727081,-10.4380945727081
4806,1.57,1.57,56.6,56.7,99.8,43.3,0.2,3,Cr202RU_Crataegus-pinnatifida,11,84.8538461538462,67.1380945727081,-10.4380945727081
4806,1.42,1.65,56,65.3,85.8,29.8,14.2,3,Cr206Wiss_Crataegus-monogyna,11,84.8538461538462,67.1380945727081,-1.83809457270806
4806,1.43,1.67,57.3,66.6,86,28.7,14,3,Micr214RU_Micromeles-alnifolia,11,84.8538461538462,67.1380945727081,-0.538094572708061
4806,1.68,1.68,67,67,100,33,0,3,Cr205LE_Crataegus-pycnoloba,11,84.8538461538462,67.1380945727081,-0.138094572708056
4806,1.68,1.68,67,67,100,33,0,2,Cr183TAD_Crataegus-calpodendron,11,84.8538461538462,67.1380945727081,-0.138094572708056
4806,2.1,2.1,67,67,100,33,0,8,Pour210RU_Pourthiaea-villosa,11,84.8538461538462,67.1380945727081,-0.138094572708056
4806,1.82,1.82,67,67.1,99.8,32.9,0.2,5,Cr184TAD_Crataegus-triflora,11,84.8538461538462,67.1380945727081,-0.0380945727080615
4806,1.67,1.69,67,67.7,98.9,32,1.1,3,Cr185TAD_Crataegus-punctata,11,84.8538461538462,67.1380945727081,0.561905427291947
4806,1.65,1.69,67,68.4,97.8,30.9,2.2,2,Cr186TAD_Crataegus-brachyacantha,11,84.8538461538462,67.1380945727081,1.26190542729195
4806,1.62,1.71,67,70.8,94.6,27.6,5.4,4,Cr204Bab_Crataegus-dahurica,11,84.8538461538462,67.1380945727081,3.66190542729194
4806,1.16,1.74,49.4,73.7,67,17.6,33,3,Hsp222TAD_Hesperomeles-obtusifolia,11,84.8538461538462,67.1380945727081,6.56190542729195
4806,1.54,1.78,67,77.9,86,19,14,2,Pyr227GrAl_Pyrus-regelii,11,84.8538461538462,67.1380945727081,10.7619054272919
4806,1.54,1.78,67,77.9,86,19,14,3,S232BIN_Sorbus-sambucifolia,11,84.8538461538462,67.1380945727081,10.7619054272919
4806,1.54,1.78,67,77.9,86,19,14,3,Mlu238BIN_Malus-toringo,11,84.8538461538462,67.1380945727081,10.7619054272919
4806,1.54,1.78,67,77.9,86,19,14,2,S230GrAl_Sorbus-tianschanica,11,84.8538461538462,67.1380945727081,10.7619054272919
4806,1.54,1.78,67,77.9,86,19,14,3,Mlu211GrAl_Malus-sieversii,11,84.8538461538462,67.1380945727081,10.7619054272919
4806,1.54,1.78,67,77.9,86,19,14,3,Cr196LE_Crataegus-chlorosarca,11,84.8538461538462,67.1380945727081,10.7619054272919
4806,1.54,1.78,67,77.9,86,19,14,3,Cr193GrAl_Crataegus-remotilobata,11,84.8538461538462,67.1380945727081,10.7619054272919
4806,1.66,1.96,67,79,84.7,17.8,15.3,3,Mlu226BIN_Malus-sylvestris,11,84.8538461538462,67.1380945727081,11.8619054272919
4806,2.18,2.28,95.3,99.6,95.7,0.4,4.3,3,Pyrn229Dut_Pyracantha-coccinea,11,84.8538461538462,67.1380945727081,32.4619054272919
4806,1.73,2.01,85.8,99.8,86,0.2,14,3,Mlu225ILL_Malus-ombrophila,11,84.8538461538462,67.1380945727081,32.6619054272919
4893,0.65,1.01,0.7,1,64,63.3,36,1,Pru285BGUK_Prunus-tenella,12,84.8538461538462,74.8732308466857,-73.8732308466857
4893,1.48,1.51,46.9,48,97.6,50.7,2.4,2,Cr184TAD_Crataegus-triflora,12,84.8538461538462,74.8732308466857,-26.8732308466857
4893,1.5,1.67,47.7,53.2,89.6,42,10.4,4,Cr205LE_Crataegus-pycnoloba,12,84.8538461538462,74.8732308466857,-21.6732308466857
4893,1.41,1.57,47.7,53.2,89.6,42,10.4,2,Cr183TAD_Crataegus-calpodendron,12,84.8538461538462,74.8732308466857,-21.6732308466857
4893,2.09,2.14,59.5,61,97.6,38.1,2.4,3,Cr206Wiss_Crataegus-monogyna,12,84.8538461538462,74.8732308466857,-13.8732308466857
4893,2.65,2.71,59.5,61,97.6,38.1,2.4,7,Cr193GrAl_Crataegus-remotilobata,12,84.8538461538462,74.8732308466857,-13.8732308466857
4893,1.63,2.17,47,62.4,75.3,28.3,24.7,4,Cr197LE_Crataegus-aronia,12,84.8538461538462,74.8732308466857,-12.4732308466857
4893,1.55,1.73,59.5,66.4,89.6,30.1,10.4,2,Cr204Bab_Crataegus-dahurica,12,84.8538461538462,74.8732308466857,-8.47323084668571
4893,1.69,1.73,66.5,68.2,97.6,31.1,2.4,2,Cr185TAD_Crataegus-punctata,12,84.8538461538462,74.8732308466857,-6.67323084668571
4893,1.7,1.74,67.5,69.1,97.6,30.1,2.4,3,Cr202RU_Crataegus-pinnatifida,12,84.8538461538462,74.8732308466857,-5.77323084668572
4893,1.76,2.18,59.5,73.8,80.6,21.1,19.4,4,Cr186TAD_Crataegus-brachyacantha,12,84.8538461538462,74.8732308466857,-1.07323084668572
4893,1.62,2.01,59.5,73.8,80.6,21.1,19.4,3,Cr195RU_Crataegus-pentagyna,12,84.8538461538462,74.8732308466857,-1.07323084668572
4893,1.77,1.81,72.6,74.4,97.6,25,2.4,2,Mlu225ILL_Malus-ombrophila,12,84.8538461538462,74.8732308466857,-0.473230846685709
4893,1.75,1.8,72.6,74.4,97.6,25,2.4,2,Hsp222TAD_Hesperomeles-obtusifolia,12,84.8538461538462,74.8732308466857,-0.473230846685709
4893,2.2,2.26,72.6,74.4,97.6,25,2.4,3,Mlu211GrAl_Malus-sieversii,12,84.8538461538462,74.8732308466857,-0.473230846685709
4893,2.19,2.24,72.6,74.4,97.6,25,2.4,3,Mlu226BIN_Malus-sylvestris,12,84.8538461538462,74.8732308466857,-0.473230846685709
4893,1.81,1.86,76.5,78.4,97.6,21.1,2.4,3,Pyrn229Dut_Pyracantha-coccinea,12,84.8538461538462,74.8732308466857,3.52676915331429
4893,2.23,2.29,77.7,79.6,97.6,19.9,2.4,3,Micr214RU_Micromeles-alnifolia,12,84.8538461538462,74.8732308466857,4.72676915331428
4893,1.36,1.88,59.5,81.9,72.6,13.1,27.4,2,Cr196LE_Crataegus-chlorosarca,12,84.8538461538462,74.8732308466857,7.02676915331429
4893,2.14,2.2,80.6,82.6,97.6,17,2.4,3,Pyr227GrAl_Pyrus-regelii,12,84.8538461538462,74.8732308466857,7.72676915331428
4893,1.52,1.88,67.5,83.7,80.6,13.1,19.4,2,Cr209Wiss_Crataegus-laevigata,12,84.8538461538462,74.8732308466857,8.82676915331429
4893,2.33,2.38,84.5,86.5,97.6,13.1,2.4,5,Pour210RU_Pourthiaea-villosa,12,84.8538461538462,74.8732308466857,11.6267691533143
4893,1.59,1.99,72.6,91,79.8,7.2,20.2,2,S230GrAl_Sorbus-tianschanica,12,84.8538461538462,74.8732308466857,16.1267691533143
4893,2.38,2.44,89.6,91.8,97.6,8,2.4,4,S217RU_Sorbus-aucuparia,12,84.8538461538462,74.8732308466857,16.9267691533143
4893,1.49,2.06,72.6,100,72.6,0,27.4,2,S232BIN_Sorbus-sambucifolia,12,84.8538461538462,74.8732308466857,25.1267691533143
4893,2.5,2.79,89.6,100,89.6,0,10.4,3,Mlu238BIN_Malus-toringo,12,84.8538461538462,74.8732308466857,25.1267691533143
4848,1,1.01,0.6,0.6,99.2,98.6,0.8,1,Pyrn229Dut_Pyracantha-coccinea,13,84.8538461538462,81.1953823240327,-80.5953823240327
4848,1,1.01,0.6,0.6,99.4,98.7,0.6,1,S230GrAl_Sorbus-tianschanica,13,84.8538461538462,81.1953823240327,-80.5953823240327
4848,0.79,1.01,0.8,1,78.1,77.3,21.9,1,Pru285BGUK_Prunus-tenella,13,84.8538461538462,81.1953823240327,-80.1953823240327
4848,1.2,1.21,20.6,20.8,99.2,78.6,0.8,2,Cr197LE_Crataegus-aronia,13,84.8538461538462,81.1953823240327,-60.3953823240327
4848,1.32,1.33,32.4,32.6,99.2,66.8,0.8,2,S232BIN_Sorbus-sambucifolia,13,84.8538461538462,81.1953823240327,-48.5953823240327
4848,1.48,1.49,49.1,49.4,99.4,50.2,0.6,2,Cr185TAD_Crataegus-punctata,13,84.8538461538462,81.1953823240327,-31.7953823240327
4848,1.42,1.53,49.1,53.1,92.4,43.3,7.6,2,Cr184TAD_Crataegus-triflora,13,84.8538461538462,81.1953823240327,-28.0953823240327
4848,1.64,1.65,63.4,64,99.2,35.7,0.8,2,Cr202RU_Crataegus-pinnatifida,13,84.8538461538462,81.1953823240327,-17.1953823240327
4848,1.7,1.71,69.4,70,99.2,29.8,0.8,2,Mlu225ILL_Malus-ombrophila,13,84.8538461538462,81.1953823240327,-11.1953823240327
4848,1.72,1.74,71.8,72.4,99.2,27.4,0.8,3,Mlu226BIN_Malus-sylvestris,13,84.8538461538462,81.1953823240327,-8.79538232403273
4848,1.72,1.74,72,72.8,98.9,26.9,1.1,2,Cr209Wiss_Crataegus-laevigata,13,84.8538461538462,81.1953823240327,-8.39538232403274
4848,2.23,2.25,79.2,79.9,99.2,20,0.8,3,Mlu238BIN_Malus-toringo,13,84.8538461538462,81.1953823240327,-1.29538232403273
4848,1.81,1.82,80.8,81.4,99.4,18.5,0.6,3,Cr196LE_Crataegus-chlorosarca,13,84.8538461538462,81.1953823240327,0.20461767596727
4848,2.03,2.05,82.4,83.1,99.2,16.7,0.8,4,Cr206Wiss_Crataegus-monogyna,13,84.8538461538462,81.1953823240327,1.90461767596726
4848,2,2,98.7,98.7,100,1.3,0,2,Cr186TAD_Crataegus-brachyacantha,13,84.8538461538462,81.1953823240327,17.5046176759673
4848,2.66,2.66,99.2,99.2,100,0.8,0,6,Mlu211GrAl_Malus-sieversii,13,84.8538461538462,81.1953823240327,18.0046176759673
4848,2.19,2.2,98.7,99.4,99.4,0.6,0.6,3,Pyr227GrAl_Pyrus-regelii,13,84.8538461538462,81.1953823240327,18.2046176759673
4848,1.99,2.01,98.7,99.5,99.2,0.5,0.8,2,Cr205LE_Crataegus-pycnoloba,13,84.8538461538462,81.1953823240327,18.3046176759673
4848,2,2.01,99.2,99.8,99.4,0.2,0.6,2,Cr195RU_Crataegus-pentagyna,13,84.8538461538462,81.1953823240327,18.6046176759673
4848,2.98,3,99.2,99.8,99.4,0.2,0.6,6,Cr183TAD_Crataegus-calpodendron,13,84.8538461538462,81.1953823240327,18.6046176759673
4848,2.27,2.29,99.2,99.8,99.4,0.2,0.6,3,Cr204Bab_Crataegus-dahurica,13,84.8538461538462,81.1953823240327,18.6046176759673
4848,2,2.01,99.2,100,99.2,0,0.8,2,Micr214RU_Micromeles-alnifolia,13,84.8538461538462,81.1953823240327,18.8046176759673
4848,2,2.01,99.2,100,99.2,0,0.8,2,Hsp222TAD_Hesperomeles-obtusifolia,13,84.8538461538462,81.1953823240327,18.8046176759673
4848,2,2.01,99.2,100,99.2,0,0.8,2,S217RU_Sorbus-aucuparia,13,84.8538461538462,81.1953823240327,18.8046176759673
4848,2.39,2.41,99.2,100,99.2,0,0.8,4,Pour210RU_Pourthiaea-villosa,13,84.8538461538462,81.1953823240327,18.8046176759673
4848,2.9,2.92,99.4,100,99.4,0,0.6,6,Cr193GrAl_Crataegus-remotilobata,13,84.8538461538462,81.1953823240327,18.8046176759673
4942,0.49,1.01,0.7,1.4,48.1,47.4,51.9,1,Pru285BGUK_Prunus-tenella,14,84.8538461538462,86.2360367437665,-84.8360367437665
4942,1.52,1.58,53.7,55.6,96.5,42.9,3.5,2,Hsp222TAD_Hesperomeles-obtusifolia,14,84.8538461538462,86.2360367437665,-30.6360367437665
4942,1.58,1.62,58.9,60.4,97.6,38.7,2.4,3,Cr205LE_Crataegus-pycnoloba,14,84.8538461538462,86.2360367437665,-25.8360367437665
4942,1.58,1.63,59.4,61.2,97,37.6,3,3,Cr195RU_Crataegus-pentagyna,14,84.8538461538462,86.2360367437665,-25.0360367437665
4942,1.66,1.73,68.1,71,96,27.9,4,3,Pyrn229Dut_Pyracantha-coccinea,14,84.8538461538462,86.2360367437665,-15.2360367437665
4942,1.65,1.75,67.9,72,94.4,26.5,5.6,3,Pyr227GrAl_Pyrus-regelii,14,84.8538461538462,86.2360367437665,-14.2360367437665
4942,1.72,1.76,72.5,74.3,97.6,25.1,2.4,3,Cr184TAD_Crataegus-triflora,14,84.8538461538462,86.2360367437665,-11.9360367437665
4942,1.71,1.76,72.5,74.7,97,24.6,3,3,Cr185TAD_Crataegus-punctata,14,84.8538461538462,86.2360367437665,-11.5360367437665
4942,2.17,2.25,72.5,75.1,96.5,24,3.5,5,Cr206Wiss_Crataegus-monogyna,14,84.8538461538462,86.2360367437665,-11.1360367437665
4942,1.71,1.77,72.5,75.1,96.5,24,3.5,3,Cr196LE_Crataegus-chlorosarca,14,84.8538461538462,86.2360367437665,-11.1360367437665
4942,1.7,1.77,72.5,75.5,96,23.5,4,4,Cr202RU_Crataegus-pinnatifida,14,84.8538461538462,86.2360367437665,-10.7360367437665
4942,2.18,2.29,72.3,76.1,94.9,22.6,5.1,4,Cr209Wiss_Crataegus-laevigata,14,84.8538461538462,86.2360367437665,-10.1360367437665
4942,2.61,2.61,82.8,82.8,100,17.2,0,8,Cr183TAD_Crataegus-calpodendron,14,84.8538461538462,86.2360367437665,-3.43603674376651
4942,1.8,1.87,81.2,84.1,96.5,15.3,3.5,2,S232BIN_Sorbus-sambucifolia,14,84.8538461538462,86.2360367437665,-2.13603674376651
4942,1.56,1.87,70.9,84.6,83.8,12.9,16.2,4,Cr197LE_Crataegus-aronia,14,84.8538461538462,86.2360367437665,-1.63603674376651
4942,1.79,1.88,81.2,85.5,94.9,13.8,5.1,3,Cr186TAD_Crataegus-brachyacantha,14,84.8538461538462,86.2360367437665,-0.736036743766505
4942,1.79,1.88,81.2,85.5,94.9,13.8,5.1,3,S217RU_Sorbus-aucuparia,14,84.8538461538462,86.2360367437665,-0.736036743766505
4942,1.78,1.89,81.2,86,94.4,13.2,5.6,2,Mlu225ILL_Malus-ombrophila,14,84.8538461538462,86.2360367437665,-0.236036743766505
4942,3.33,3.53,81.2,86,94.4,13.2,5.6,8,Pour210RU_Pourthiaea-villosa,14,84.8538461538462,86.2360367437665,-0.236036743766505
4942,2.18,2.63,71.4,86.3,82.8,11.3,17.2,8,Cr204Bab_Crataegus-dahurica,14,84.8538461538462,86.2360367437665,0.0639632562334924
4942,1.54,1.89,70.9,87.3,81.2,10.3,18.8,2,S230GrAl_Sorbus-tianschanica,14,84.8538461538462,86.2360367437665,1.06396325623349
4942,1.76,1.92,81.2,88.6,91.6,10.5,8.4,3,Micr214RU_Micromeles-alnifolia,14,84.8538461538462,86.2360367437665,2.36396325623349
4942,2.07,2.07,94.3,94.3,100,5.7,0,4,Mlu238BIN_Malus-toringo,14,84.8538461538462,86.2360367437665,8.06396325623349
4942,2.34,2.34,96.5,96.5,100,3.5,0,7,Mlu226BIN_Malus-sylvestris,14,84.8538461538462,86.2360367437665,10.2639632562335
4942,3.64,3.64,97.6,97.6,100,2.4,0,8,Cr193GrAl_Crataegus-remotilobata,14,84.8538461538462,86.2360367437665,11.3639632562335
4942,3.2,3.2,100,100,100,0,0,7,Mlu211GrAl_Malus-sieversii,14,84.8538461538462,86.2360367437665,13.7639632562335
4793,0.87,1,0,0,86.7,86.7,13.3,2,Pru285BGUK_Prunus-tenella,15,84.8538461538462,90.1813558852145,-90.1813558852145
4793,1.98,2.02,71.5,73,98,26.5,2,5,S230GrAl_Sorbus-tianschanica,15,84.8538461538462,90.1813558852145,-17.1813558852145
